X,Y,Z,EDA,HR,TEMP
-13,-61,5,6.769995,99.43,31.17
-20,-69,-3,6.769995,99.43,31.17
-31,-78,-15,6.769995,99.43,31.17
-47,-65,-38,6.769995,99.43,31.17
-67,-57,-53,6.769995,99.43,31.17
-9,-57,-32,6.769995,99.43,31.17
9,-68,-2,6.769995,99.43,31.17
-6,-74,17,6.769995,99.43,31.17
-1,-68,-19,6.805877,99.43,31.17
-9,-63,-37,6.805877,99.43,31.17
-41,-73,-29,6.805877,99.43,31.17
-52,-74,-22,6.805877,99.43,31.17
-22,-78,-9,6.805877,99.43,31.17
-20,-73,-14,6.805877,99.43,31.17
-26,-71,-22,6.805877,99.43,31.17
-24,-67,-25,6.805877,99.43,31.17
-15,-60,-18,6.789217,99.43,31.17
-29,-53,-34,6.789217,99.43,31.17
1,-42,-16,6.789217,99.43,31.17
1,-42,-20,6.789217,99.43,31.17
14,-52,-10,6.789217,99.43,31.17
11,-68,-4,6.789217,99.43,31.17
11,-75,-5,6.789217,99.43,31.17
-5,-79,-12,6.789217,99.43,31.17
-5,-77,-12,6.752054,99.43,31.17
-6,-68,-23,6.752054,99.43,31.17
-8,-70,-25,6.752054,99.43,31.17
-17,-70,-26,6.752054,99.43,31.17
-5,-72,-21,6.752054,99.43,31.17
-12,-65,-16,6.752054,99.43,31.17
-12,-57,-18,6.752054,99.43,31.17
-26,-64,-10,6.752054,99.43,31.17
-27,-41,14,6.854573,99.72,31.21
33,-27,31,6.854573,99.72,31.21
17,-23,4,6.854573,99.72,31.21
-3,-23,6,6.854573,99.72,31.21
-74,-76,-32,6.854573,99.72,31.21
-101,-102,-34,6.854573,99.72,31.21
-30,-94,16,6.854573,99.72,31.21
2,-89,37,6.854573,99.72,31.21
-2,-81,19,6.828943,99.72,31.21
-43,-83,0,6.828943,99.72,31.21
-49,-76,13,6.828943,99.72,31.21
-30,-81,6,6.828943,99.72,31.21
-34,-66,9,6.828943,99.72,31.21
-26,-61,20,6.828943,99.72,31.21
-15,-45,33,6.828943,99.72,31.21
-12,-23,34,6.828943,99.72,31.21
-16,-14,34,6.907114,99.72,31.21
-32,3,29,6.907114,99.72,31.21
-36,7,26,6.907114,99.72,31.21
-40,8,28,6.907114,99.72,31.21
-44,7,29,6.907114,99.72,31.21
-45,-7,35,6.907114,99.72,31.21
-48,-10,42,6.907114,99.72,31.21
-57,-18,43,6.907114,99.72,31.21
-54,-23,44,6.781528,99.72,31.21
-46,-20,46,6.781528,99.72,31.21
-51,-20,49,6.781528,99.72,31.21
-52,-21,53,6.781528,99.72,31.21
-40,-14,50,6.781528,99.72,31.21
-52,-13,40,6.781528,99.72,31.21
-54,-16,39,6.781528,99.72,31.21
-51,-18,41,6.781528,99.72,31.21
-43,-22,59,6.798188,100,31.35
-29,-16,63,6.798188,100,31.35
-21,-2,55,6.798188,100,31.35
-23,2,45,6.798188,100,31.35
-33,7,21,6.798188,100,31.35
-44,6,6,6.798188,100,31.35
-70,6,8,6.798188,100,31.35
-77,13,-1,6.798188,100,31.35
-68,13,-2,6.798188,100,31.35
-60,10,-2,6.798188,100,31.35
-64,8,1,6.798188,100,31.35
-65,13,-9,6.798188,100,31.35
-58,13,-13,6.798188,100,31.35
-61,26,-41,6.798188,100,31.35
-75,27,-43,6.798188,100,31.35
-55,25,-31,6.798188,100,31.35
-55,26,-31,6.422712,100,31.35
-67,77,26,6.422712,100,31.35
-56,29,-22,6.422712,100,31.35
-34,26,-26,6.422712,100,31.35
-41,24,-33,6.422712,100,31.35
-42,28,-33,6.422712,100,31.35
-50,25,-39,6.422712,100,31.35
-46,27,-33,6.422712,100,31.35
-44,28,-14,6.353512,100,31.35
-46,27,-22,6.353512,100,31.35
-58,32,-21,6.353512,100,31.35
-63,27,-24,6.353512,100,31.35
-61,18,-23,6.353512,100,31.35
-58,18,-22,6.353512,100,31.35
-55,21,-15,6.353512,100,31.35
-55,22,-7,6.353512,100,31.35
-63,13,14,6.371453,100.32,31.21
-50,31,31,6.371453,100.32,31.21
-43,25,33,6.371453,100.32,31.21
-36,8,43,6.371453,100.32,31.21
-38,8,49,6.371453,100.32,31.21
-67,3,47,6.371453,100.32,31.21
-62,1,48,6.371453,100.32,31.21
-49,2,47,6.371453,100.32,31.21
-50,1,45,6.725143,100.32,31.21
-54,2,42,6.725143,100.32,31.21
-48,2,45,6.725143,100.32,31.21
-52,1,41,6.725143,100.32,31.21
-56,-1,38,6.725143,100.32,31.21
-54,1,40,6.725143,100.32,31.21
-52,1,40,6.725143,100.32,31.21
-47,3,42,6.725143,100.32,31.21
-41,4,43,6.802032,100.32,31.21
-43,4,44,6.802032,100.32,31.21
-39,2,48,6.802032,100.32,31.21
-43,0,48,6.802032,100.32,31.21
-43,-2,49,6.802032,100.32,31.21
-46,-2,41,6.802032,100.32,31.21
-52,-3,34,6.802032,100.32,31.21
-48,-2,36,6.802032,100.32,31.21
-55,-5,40,6.82638,100.32,31.21
-66,-5,37,6.82638,100.32,31.21
-76,-1,24,6.82638,100.32,31.21
-71,3,21,6.82638,100.32,31.21
-69,5,25,6.82638,100.32,31.21
-61,4,34,6.82638,100.32,31.21
-53,5,35,6.82638,100.32,31.21
-34,4,38,6.82638,100.32,31.21
-22,7,43,6.827662,100.62,31.19
-33,3,39,6.827662,100.62,31.19
-38,4,45,6.827662,100.62,31.19
-39,4,41,6.827662,100.62,31.19
-35,4,46,6.827662,100.62,31.19
-41,4,52,6.827662,100.62,31.19
-30,9,51,6.827662,100.62,31.19
-27,9,49,6.827662,100.62,31.19
-33,10,53,6.613654,100.62,31.19
-37,8,48,6.613654,100.62,31.19
-31,7,54,6.613654,100.62,31.19
-37,7,51,6.613654,100.62,31.19
-41,11,54,6.613654,100.62,31.19
-45,8,56,6.613654,100.62,31.19
-32,8,46,6.613654,100.62,31.19
-34,6,48,6.613654,100.62,31.19
-35,4,63,6.575209,100.62,31.19
-32,5,60,6.575209,100.62,31.19
-27,-1,42,6.575209,100.62,31.19
-50,-4,55,6.575209,100.62,31.19
-49,-1,52,6.575209,100.62,31.19
-37,-1,49,6.575209,100.62,31.19
-55,-3,54,6.575209,100.62,31.19
-52,-2,52,6.575209,100.62,31.19
-52,-2,48,6.609809,100.62,31.19
-45,-3,44,6.609809,100.62,31.19
-47,-5,44,6.609809,100.62,31.19
-47,-6,44,6.609809,100.62,31.19
-47,-6,43,6.609809,100.62,31.19
-50,-5,42,6.609809,100.62,31.19
-48,-6,43,6.609809,100.62,31.19
-45,-4,44,6.609809,100.62,31.19
-50,-4,41,6.630313,101.02,31.23
-50,-4,42,6.630313,101.02,31.23
-48,-6,43,6.630313,101.02,31.23
-47,-5,43,6.630313,101.02,31.23
-47,-5,41,6.630313,101.02,31.23
-47,-6,41,6.630313,101.02,31.23
-47,-5,43,6.630313,101.02,31.23
-48,-4,44,6.630313,101.02,31.23
-49,-4,45,6.616217,101.02,31.23
-49,-7,46,6.616217,101.02,31.23
-44,-6,43,6.616217,101.02,31.23
-43,-6,41,6.616217,101.02,31.23
-45,-5,41,6.616217,101.02,31.23
-47,-6,42,6.616217,101.02,31.23
-46,-7,44,6.616217,101.02,31.23
-45,-8,45,6.616217,101.02,31.23
-45,-8,45,6.605965,101.02,31.23
-45,-8,45,6.605965,101.02,31.23
-47,-7,43,6.605965,101.02,31.23
-48,-7,43,6.605965,101.02,31.23
-48,-7,43,6.605965,101.02,31.23
-46,-6,42,6.605965,101.02,31.23
-45,-6,43,6.605965,101.02,31.23
-46,-6,42,6.605965,101.02,31.23
-49,-7,41,6.599557,101.02,31.23
-48,-7,43,6.599557,101.02,31.23
-45,-7,43,6.599557,101.02,31.23
-46,-7,43,6.599557,101.02,31.23
-48,-7,42,6.599557,101.02,31.23
-49,-7,42,6.599557,101.02,31.23
-48,-7,43,6.599557,101.02,31.23
-47,-7,43,6.599557,101.02,31.23
-46,-7,41,6.609809,101.32,31.23
-47,-7,41,6.609809,101.32,31.23
-49,-8,41,6.609809,101.32,31.23
-48,-7,42,6.609809,101.32,31.23
-46,-7,41,6.609809,101.32,31.23
-46,-7,40,6.609809,101.32,31.23
-44,-6,37,6.609809,101.32,31.23
-36,-11,37,6.609809,101.32,31.23
-37,-11,30,6.612372,101.32,31.23
-73,-15,42,6.612372,101.32,31.23
-96,-12,46,6.612372,101.32,31.23
-81,-7,53,6.612372,101.32,31.23
-76,-5,53,6.612372,101.32,31.23
-60,5,50,6.612372,101.32,31.23
-51,10,43,6.612372,101.32,31.23
-38,15,36,6.612372,101.32,31.23
-33,15,29,6.347105,101.32,31.23
-22,17,20,6.347105,101.32,31.23
-35,14,26,6.347105,101.32,31.23
-47,11,27,6.347105,101.32,31.23
-47,11,26,6.347105,101.32,31.23
-42,7,32,6.347105,101.32,31.23
-41,-8,35,6.347105,101.32,31.23
-36,-12,42,6.347105,101.32,31.23
-63,-9,55,6.322757,101.32,31.23
-56,-10,61,6.322757,101.32,31.23
-52,-6,54,6.322757,101.32,31.23
-59,-7,43,6.322757,101.32,31.23
-44,-1,44,6.322757,101.32,31.23
-43,0,41,6.322757,101.32,31.23
-51,0,36,6.322757,101.32,31.23
-56,2,34,6.322757,101.32,31.23
-52,2,35,6.520105,101.65,31.21
-51,2,36,6.520105,101.65,31.21
-56,3,37,6.520105,101.65,31.21
-49,4,42,6.520105,101.65,31.21
-52,2,40,6.520105,101.65,31.21
-51,0,40,6.520105,101.65,31.21
-53,-1,40,6.520105,101.65,31.21
-49,-5,41,6.520105,101.65,31.21
-48,-7,42,6.545735,101.65,31.21
-52,-8,38,6.545735,101.65,31.21
-49,-7,39,6.545735,101.65,31.21
-48,-3,38,6.545735,101.65,31.21
-49,-1,41,6.545735,101.65,31.21
-51,-2,42,6.545735,101.65,31.21
-51,0,40,6.545735,101.65,31.21
-51,-1,41,6.545735,101.65,31.21
-49,0,41,6.557269,101.65,31.21
-51,-2,41,6.557269,101.65,31.21
-51,0,40,6.557269,101.65,31.21
-51,-1,40,6.557269,101.65,31.21
-53,0,38,6.557269,101.65,31.21
-47,0,40,6.557269,101.65,31.21
-53,3,37,6.557269,101.65,31.21
-46,3,42,6.557269,101.65,31.21
-44,2,40,6.568802,101.65,31.21
-47,0,36,6.568802,101.65,31.21
-50,-2,32,6.568802,101.65,31.21
-43,-10,31,6.568802,101.65,31.21
-48,-13,21,6.568802,101.65,31.21
-74,-11,4,6.568802,101.65,31.21
-73,-10,4,6.568802,101.65,31.21
-71,-9,5,6.568802,101.65,31.21
-73,-7,-4,6.436809,102.02,31.27
-68,-2,-6,6.436809,102.02,31.27
-61,3,-16,6.436809,102.02,31.27
-91,3,-13,6.436809,102.02,31.27
-68,10,-13,6.436809,102.02,31.27
-62,12,-10,6.436809,102.02,31.27
-65,14,-8,6.436809,102.02,31.27
-73,14,-1,6.436809,102.02,31.27
-84,11,10,6.235616,102.02,31.27
-83,11,18,6.235616,102.02,31.27
-47,15,10,6.235616,102.02,31.27
-50,14,-38,6.235616,102.02,31.27
-99,18,-12,6.235616,102.02,31.27
-72,2,-1,6.235616,102.02,31.27
-25,20,13,6.235616,102.02,31.27
-25,26,11,6.235616,102.02,31.27
-51,21,14,6.275342,102.02,31.27
-38,27,2,6.275342,102.02,31.27
-34,36,3,6.275342,102.02,31.27
-44,27,3,6.275342,102.02,31.27
-46,26,0,6.275342,102.02,31.27
-47,24,-2,6.275342,102.02,31.27
-49,21,5,6.275342,102.02,31.27
-55,8,-4,6.275342,102.02,31.27
-46,8,-3,6.195889,102.02,31.27
-44,-14,12,6.195889,102.02,31.27
-49,-24,32,6.195889,102.02,31.27
-53,-18,85,6.195889,102.02,31.27
-30,-16,104,6.195889,102.02,31.27
-84,-5,92,6.195889,102.02,31.27
-46,3,58,6.195889,102.02,31.27
-34,4,45,6.195889,102.02,31.27
-56,5,24,6.331727,102.37,31.33
-61,1,18,6.331727,102.37,31.33
-48,-5,34,6.331727,102.37,31.33
-48,-6,39,6.331727,102.37,31.33
-52,-10,40,6.331727,102.37,31.33
-43,-9,47,6.331727,102.37,31.33
-41,-15,56,6.331727,102.37,31.33
-60,-17,48,6.331727,102.37,31.33
-65,-9,36,6.407335,102.37,31.33
-48,1,13,6.407335,102.37,31.33
-47,4,8,6.407335,102.37,31.33
-68,21,5,6.407335,102.37,31.33
-68,29,9,6.407335,102.37,31.33
-69,45,27,6.407335,102.37,31.33
-68,42,35,6.407335,102.37,31.33
-38,51,42,6.407335,102.37,31.33
-31,51,36,6.390676,102.37,31.33
-23,45,47,6.390676,102.37,31.33
-21,46,45,6.390676,102.37,31.33
-10,46,39,6.390676,102.37,31.33
-20,45,36,6.390676,102.37,31.33
-11,43,32,6.390676,102.37,31.33
-18,47,46,6.390676,102.37,31.33
-25,47,43,6.390676,102.37,31.33
-21,50,44,6.206141,102.37,31.33
-30,50,35,6.206141,102.37,31.33
-25,42,35,6.206141,102.37,31.33
-17,39,32,6.206141,102.37,31.33
-14,40,36,6.206141,102.37,31.33
-11,39,36,6.206141,102.37,31.33
-14,44,33,6.206141,102.37,31.33
-12,46,36,6.206141,102.37,31.33
-10,47,37,6.165134,102.75,31.17
-9,46,37,6.165134,102.75,31.17
-7,48,40,6.165134,102.75,31.17
-3,47,42,6.165134,102.75,31.17
-2,47,42,6.165134,102.75,31.17
1,48,42,6.165134,102.75,31.17
0,46,41,6.165134,102.75,31.17
-4,46,38,6.165134,102.75,31.17
-5,46,37,6.0498,102.75,31.17
-4,45,40,6.0498,102.75,31.17
-3,44,41,6.0498,102.75,31.17
-3,46,43,6.0498,102.75,31.17
-3,46,42,6.0498,102.75,31.17
-5,49,40,6.0498,102.75,31.17
-6,51,40,6.0498,102.75,31.17
-9,52,40,6.0498,102.75,31.17
-9,51,40,5.9806,102.75,31.17
-8,50,39,5.9806,102.75,31.17
-8,50,40,5.9806,102.75,31.17
-7,51,38,5.9806,102.75,31.17
-7,50,37,5.9806,102.75,31.17
-7,50,36,5.9806,102.75,31.17
-8,49,33,5.9806,102.75,31.17
-9,49,31,5.9806,102.75,31.17
-9,56,28,5.994696,102.75,31.17
-9,80,40,5.994696,102.75,31.17
-15,49,41,5.994696,102.75,31.17
-15,52,34,5.994696,102.75,31.17
-14,55,33,5.994696,102.75,31.17
-16,53,35,5.994696,102.75,31.17
-15,54,36,5.994696,102.75,31.17
-14,51,33,5.994696,102.75,31.17
-15,52,31,5.95497,103.15,31.29
-16,51,33,5.95497,103.15,31.29
-16,51,34,5.95497,103.15,31.29
-16,51,36,5.95497,103.15,31.29
-15,51,36,5.95497,103.15,31.29
-15,51,35,5.95497,103.15,31.29
-17,51,35,5.95497,103.15,31.29
-17,51,35,5.95497,103.15,31.29
-18,50,36,5.878081,103.15,31.29
-19,51,35,5.878081,103.15,31.29
-21,50,35,5.878081,103.15,31.29
-21,50,35,5.878081,103.15,31.29
-21,49,37,5.878081,103.15,31.29
-21,49,36,5.878081,103.15,31.29
-21,51,35,5.878081,103.15,31.29
-21,51,35,5.878081,103.15,31.29
-17,50,36,5.846465,103.15,31.29
-18,50,36,5.846465,103.15,31.29
-14,50,37,5.846465,103.15,31.29
-15,50,36,5.846465,103.15,31.29
-17,52,36,5.846465,103.15,31.29
-16,51,37,5.846465,103.15,31.29
-14,50,37,5.846465,103.15,31.29
-12,51,36,5.846465,103.15,31.29
-13,52,35,5.804176,103.15,31.29
-15,53,33,5.804176,103.15,31.29
-15,52,33,5.804176,103.15,31.29
-14,52,33,5.804176,103.15,31.29
-13,52,33,5.804176,103.15,31.29
-13,53,33,5.804176,103.15,31.29
-13,53,33,5.804176,103.15,31.29
-14,53,35,5.804176,103.15,31.29
-11,53,35,5.756762,103.53,31.33
-10,54,34,5.756762,103.53,31.33
-14,54,31,5.756762,103.53,31.33
-15,54,30,5.756762,103.53,31.33
-10,54,30,5.756762,103.53,31.33
-8,54,29,5.756762,103.53,31.33
-3,55,30,5.756762,103.53,31.33
-6,55,30,5.756762,103.53,31.33
-9,55,31,5.743947,103.53,31.33
-9,55,33,5.743947,103.53,31.33
-10,54,34,5.743947,103.53,31.33
-9,54,31,5.743947,103.53,31.33
-7,55,31,5.743947,103.53,31.33
-5,56,30,5.743947,103.53,31.33
-5,55,28,5.743947,103.53,31.33
-6,56,31,5.743947,103.53,31.33
-8,56,33,5.736258,103.53,31.33
-9,52,33,5.736258,103.53,31.33
-5,56,33,5.736258,103.53,31.33
-6,52,32,5.736258,103.53,31.33
-7,53,29,5.736258,103.53,31.33
-11,56,31,5.736258,103.53,31.33
-12,56,31,5.736258,103.53,31.33
-8,55,32,5.736258,103.53,31.33
-7,55,33,5.688843,103.53,31.33
-8,53,31,5.688843,103.53,31.33
-7,55,34,5.688843,103.53,31.33
-11,52,31,5.688843,103.53,31.33
-9,55,31,5.688843,103.53,31.33
-10,54,30,5.688843,103.53,31.33
-16,55,31,5.688843,103.53,31.33
-15,54,32,5.688843,103.53,31.33
-12,54,32,5.702939,103.95,31.29
-12,54,33,5.702939,103.95,31.29
-12,54,33,5.702939,103.95,31.29
-12,54,34,5.702939,103.95,31.29
-12,54,33,5.702939,103.95,31.29
-12,54,32,5.702939,103.95,31.29
-14,54,32,5.702939,103.95,31.29
-13,54,31,5.702939,103.95,31.29
-12,54,31,5.66065,103.95,31.29
-13,54,32,5.66065,103.95,31.29
-13,54,33,5.66065,103.95,31.29
-14,53,34,5.66065,103.95,31.29
-14,54,34,5.66065,103.95,31.29
-13,54,32,5.66065,103.95,31.29
-11,54,33,5.66065,103.95,31.29
-13,54,33,5.66065,103.95,31.29
-13,53,34,5.627331,103.95,31.29
-13,52,33,5.627331,103.95,31.29
-11,53,33,5.627331,103.95,31.29
-9,54,32,5.627331,103.95,31.29
-8,53,31,5.627331,103.95,31.29
-8,54,33,5.627331,103.95,31.29
-14,54,33,5.627331,103.95,31.29
-14,53,35,5.627331,103.95,31.29
-15,53,34,5.592731,103.95,31.29
-14,54,34,5.592731,103.95,31.29
-13,54,33,5.592731,103.95,31.29
-12,54,33,5.592731,103.95,31.29
-12,54,31,5.592731,103.95,31.29
-12,54,31,5.592731,103.95,31.29
-11,54,33,5.592731,103.95,31.29
-9,54,33,5.592731,103.95,31.29
-10,54,32,5.519687,104.28,31.31
-11,54,32,5.519687,104.28,31.31
-12,54,32,5.519687,104.28,31.31
-11,53,34,5.519687,104.28,31.31
-10,53,34,5.519687,104.28,31.31
-10,53,34,5.519687,104.28,31.31
-10,54,34,5.519687,104.28,31.31
-10,54,33,5.519687,104.28,31.31
-8,54,33,5.483805,104.28,31.31
-11,54,32,5.483805,104.28,31.31
-9,54,33,5.483805,104.28,31.31
-9,54,33,5.483805,104.28,31.31
-9,54,33,5.483805,104.28,31.31
-10,54,32,5.483805,104.28,31.31
-9,54,33,5.483805,104.28,31.31
-8,54,33,5.483805,104.28,31.31
-9,54,34,5.444079,104.28,31.31
-9,54,33,5.444079,104.28,31.31
-9,54,33,5.444079,104.28,31.31
-9,54,33,5.444079,104.28,31.31
-9,54,33,5.444079,104.28,31.31
-9,54,33,5.444079,104.28,31.31
-10,54,33,5.444079,104.28,31.31
-9,54,32,5.444079,104.28,31.31
-9,54,32,5.421012,104.28,31.31
-9,54,35,5.421012,104.28,31.31
-9,54,35,5.421012,104.28,31.31
-8,54,34,5.421012,104.28,31.31
-9,54,33,5.421012,104.28,31.31
-9,54,32,5.421012,104.28,31.31
-8,54,33,5.421012,104.28,31.31
-9,53,34,5.421012,104.28,31.31
-9,54,35,5.409103,104.48,31.33
-9,53,34,5.409103,104.48,31.33
-9,54,34,5.409103,104.48,31.33
-8,54,33,5.409103,104.48,31.33
-7,54,33,5.409103,104.48,31.33
-7,54,33,5.409103,104.48,31.33
-8,54,33,5.409103,104.48,31.33
-8,54,33,5.409103,104.48,31.33
-7,54,34,5.384755,104.48,31.33
-6,54,35,5.384755,104.48,31.33
-7,54,34,5.384755,104.48,31.33
-7,54,34,5.384755,104.48,31.33
-8,54,34,5.384755,104.48,31.33
-9,54,34,5.384755,104.48,31.33
-8,54,34,5.384755,104.48,31.33
-9,54,33,5.384755,104.48,31.33
-7,54,35,5.34631,104.48,31.33
-7,54,36,5.34631,104.48,31.33
-4,53,39,5.34631,104.48,31.33
-2,54,34,5.34631,104.48,31.33
-1,54,33,5.34631,104.48,31.33
-2,55,30,5.34631,104.48,31.33
-1,55,30,5.34631,104.48,31.33
-4,55,29,5.34631,104.48,31.33
-6,56,27,5.337339,104.48,31.33
-7,56,25,5.337339,104.48,31.33
-7,57,25,5.337339,104.48,31.33
-6,56,28,5.337339,104.48,31.33
-6,55,31,5.337339,104.48,31.33
-8,55,34,5.337339,104.48,31.33
-9,55,33,5.337339,104.48,31.33
-7,55,32,5.337339,104.48,31.33
-9,56,29,5.393725,104.7,31.33
-9,56,27,5.393725,104.7,31.33
-10,56,29,5.393725,104.7,31.33
-7,56,31,5.393725,104.7,31.33
-5,55,33,5.393725,104.7,31.33
-6,54,32,5.393725,104.7,31.33
-6,54,33,5.393725,104.7,31.33
-9,54,34,5.393725,104.7,31.33
-8,53,36,5.359125,104.7,31.33
-10,53,34,5.359125,104.7,31.33
-15,55,30,5.359125,104.7,31.33
-13,55,32,5.359125,104.7,31.33
-12,54,31,5.359125,104.7,31.33
-11,54,33,5.359125,104.7,31.33
-12,54,33,5.359125,104.7,31.33
-11,54,33,5.359125,104.7,31.33
-9,53,33,5.337339,104.7,31.33
-11,54,32,5.337339,104.7,31.33
-10,54,32,5.337339,104.7,31.33
-11,54,32,5.337339,104.7,31.33
-12,54,32,5.337339,104.7,31.33
-9,54,33,5.337339,104.7,31.33
-9,53,33,5.337339,104.7,31.33
-13,54,34,5.337339,104.7,31.33
-13,54,34,5.332213,104.7,31.33
-13,53,32,5.332213,104.7,31.33
-10,54,32,5.332213,104.7,31.33
-9,54,32,5.332213,104.7,31.33
-12,53,34,5.332213,104.7,31.33
-12,54,33,5.332213,104.7,31.33
-12,55,31,5.332213,104.7,31.33
-13,54,29,5.332213,104.7,31.33
-12,55,30,5.32068,104.43,31.35
-12,55,30,5.32068,104.43,31.35
-13,54,34,5.32068,104.43,31.35
-12,54,35,5.32068,104.43,31.35
-12,53,33,5.32068,104.43,31.35
-15,54,33,5.32068,104.43,31.35
-16,54,31,5.32068,104.43,31.35
-15,55,30,5.32068,104.43,31.35
-14,55,30,5.319399,104.43,31.35
-12,54,31,5.319399,104.43,31.35
-11,54,31,5.319399,104.43,31.35
-12,54,31,5.319399,104.43,31.35
-13,54,30,5.319399,104.43,31.35
-17,54,30,5.319399,104.43,31.35
-19,55,30,5.319399,104.43,31.35
-18,54,32,5.319399,104.43,31.35
-13,54,32,5.318117,104.43,31.35
-10,53,34,5.318117,104.43,31.35
-8,53,34,5.318117,104.43,31.35
-10,54,32,5.318117,104.43,31.35
-14,55,30,5.318117,104.43,31.35
-15,55,30,5.318117,104.43,31.35
-16,54,32,5.318117,104.43,31.35
-17,54,33,5.318117,104.43,31.35
-17,53,31,5.310428,104.43,31.35
-18,54,31,5.310428,104.43,31.35
-16,55,30,5.310428,104.43,31.35
-15,54,30,5.310428,104.43,31.35
-15,55,31,5.310428,104.43,31.35
-11,53,33,5.310428,104.43,31.35
-10,54,34,5.310428,104.43,31.35
-16,54,30,5.310428,104.43,31.35
-16,54,29,5.314273,104.15,31.35
-19,55,27,5.314273,104.15,31.35
-18,55,28,5.314273,104.15,31.35
-15,55,29,5.314273,104.15,31.35
-16,54,30,5.314273,104.15,31.35
-17,53,33,5.314273,104.15,31.35
-19,53,32,5.314273,104.15,31.35
-17,54,30,5.314273,104.15,31.35
-16,54,29,5.316836,104.15,31.35
-17,53,31,5.316836,104.15,31.35
-17,54,32,5.316836,104.15,31.35
-17,54,31,5.316836,104.15,31.35
-15,54,30,5.316836,104.15,31.35
-16,54,29,5.316836,104.15,31.35
-17,54,29,5.316836,104.15,31.35
-17,54,30,5.316836,104.15,31.35
-18,54,30,5.319399,104.15,31.35
-17,54,31,5.319399,104.15,31.35
-16,54,30,5.319399,104.15,31.35
-16,54,30,5.319399,104.15,31.35
-16,54,29,5.319399,104.15,31.35
-16,54,30,5.319399,104.15,31.35
-16,54,30,5.319399,104.15,31.35
-19,54,29,5.319399,104.15,31.35
-16,54,31,5.307866,104.15,31.35
-16,55,31,5.307866,104.15,31.35
-18,54,30,5.307866,104.15,31.35
-18,54,30,5.307866,104.15,31.35
-18,54,31,5.307866,104.15,31.35
-16,53,31,5.307866,104.15,31.35
-17,54,30,5.307866,104.15,31.35
-17,54,31,5.307866,104.15,31.35
-17,54,31,5.295051,103.87,31.31
-17,54,31,5.295051,103.87,31.31
-16,54,31,5.295051,103.87,31.31
-16,54,31,5.295051,103.87,31.31
-17,54,32,5.295051,103.87,31.31
-17,53,32,5.295051,103.87,31.31
-17,53,32,5.295051,103.87,31.31
-17,54,31,5.295051,103.87,31.31
-17,54,31,5.295051,103.87,31.31
-17,54,30,5.295051,103.87,31.31
-16,54,30,5.295051,103.87,31.31
-16,54,30,5.295051,103.87,31.31
-16,54,31,5.295051,103.87,31.31
-15,55,30,5.295051,103.87,31.31
-16,54,30,5.295051,103.87,31.31
-16,54,31,5.295051,103.87,31.31
-16,54,30,5.291206,103.87,31.31
-16,54,30,5.291206,103.87,31.31
-17,55,30,5.291206,103.87,31.31
-16,54,30,5.291206,103.87,31.31
-15,54,31,5.291206,103.87,31.31
-16,54,31,5.291206,103.87,31.31
-17,55,31,5.291206,103.87,31.31
-16,54,31,5.291206,103.87,31.31
-14,54,33,5.28608,103.87,31.31
-16,54,34,5.28608,103.87,31.31
-22,53,30,5.28608,103.87,31.31
-15,54,30,5.28608,103.87,31.31
-14,54,31,5.28608,103.87,31.31
-16,55,29,5.28608,103.87,31.31
-15,54,27,5.28608,103.87,31.31
-15,55,29,5.28608,103.87,31.31
-10,54,34,5.328369,103.63,31.37
-12,54,29,5.328369,103.63,31.37
-18,55,29,5.328369,103.63,31.37
-14,55,32,5.328369,103.63,31.37
-16,54,31,5.328369,103.63,31.37
-14,54,30,5.328369,103.63,31.37
-12,55,29,5.328369,103.63,31.37
-14,55,28,5.328369,103.63,31.37
-17,54,30,5.40654,103.63,31.37
-23,55,31,5.40654,103.63,31.37
-22,54,30,5.40654,103.63,31.37
-14,55,30,5.40654,103.63,31.37
-11,55,31,5.40654,103.63,31.37
-14,54,31,5.40654,103.63,31.37
-16,54,30,5.40654,103.63,31.37
-18,55,27,5.40654,103.63,31.37
-19,55,27,5.423199,103.63,31.37
-17,55,30,5.423199,103.63,31.37
-17,54,31,5.423199,103.63,31.37
-16,53,32,5.423199,103.63,31.37
-16,54,32,5.423199,103.63,31.37
-17,55,26,5.423199,103.63,31.37
-25,54,23,5.423199,103.63,31.37
-29,54,23,5.423199,103.63,31.37
-27,54,26,5.455236,103.63,31.37
-24,54,27,5.455236,103.63,31.37
-19,54,30,5.455236,103.63,31.37
-17,54,29,5.455236,103.63,31.37
-18,55,29,5.455236,103.63,31.37
-17,57,30,5.455236,103.63,31.37
-20,57,21,5.455236,103.63,31.37
-17,58,19,5.455236,103.63,31.37
-10,56,24,5.492399,103.38,31.31
-12,55,28,5.492399,103.38,31.31
-26,56,27,5.492399,103.38,31.31
-16,55,31,5.492399,103.38,31.31
-14,56,28,5.492399,103.38,31.31
-22,57,22,5.492399,103.38,31.31
-24,56,21,5.492399,103.38,31.31
-18,57,22,5.492399,103.38,31.31
-18,57,23,5.511621,103.38,31.31
-16,55,24,5.511621,103.38,31.31
-17,55,26,5.511621,103.38,31.31
-21,54,29,5.511621,103.38,31.31
-25,53,30,5.511621,103.38,31.31
-27,53,25,5.511621,103.38,31.31
-30,55,22,5.511621,103.38,31.31
-30,54,24,5.511621,103.38,31.31
-28,53,24,5.539814,103.38,31.31
-28,54,24,5.539814,103.38,31.31
